original,augmented,selfies
CCn1ccc(C(=O)N2CCC(F)(C(=O)NCCOC)CC2)n1,n1(CC)ccc(C(N2CCC(C(NCCOC)=O)(F)CC2)=O)n1,[N][Branch1][Ring1][C][C][C][=C][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][N][C][C][C][Branch1][#Branch2][C][Branch1][=Branch1][N][C][C][O][C][=O][Branch1][C][F][C][C][Ring1][=C][=O][=N][Ring2][Ring1][#Branch1]
COCCN1C(=O)c2ccc(C(=O)NCCc3cnc[nH]3)cc2C1=O,O=C1N(CCOC)C(=O)c2cc(C(=O)NCCc3[nH]cnc3)ccc21,[O][=C][N][Branch1][Branch1][C][C][O][C][C][=Branch1][C][=O][C][=C][C][Branch1][#C][C][=Branch1][C][=O][N][C][C][C][NH1][C][=N][C][=Ring1][Branch1][=C][C][=C][Ring1][S][Ring2][Ring1][Branch2]
NC(=O)Cn1cnc2cc3c(cc21)OCCO3,C1COc2c(cc3c(c2)n(CC(=O)N)cn3)O1,[C][C][O][C][=C][Branch2][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][#Branch1][C][C][=Branch1][C][=O][N][C][=N][Ring1][#Branch2][O][Ring1][P]
C[C@H]1C(=O)N2C[C@@H]([NH+](C)C)C[C@H]2CN1C(=O)c1ncccc1F,c1ccc(F)c(C(N2[C@@H](C)C(=O)N3[C@@H](C[C@H]([NH+](C)C)C3)C2)=O)n1,[C][=C][C][=C][Branch1][C][F][C][Branch2][Ring2][C][C][Branch2][Ring1][=N][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C@H1][Branch1][=Branch1][NH1+1][Branch1][C][C][C][C][Ring1][Branch2][C][Ring1][=C][=O][=N][Ring2][Ring1][#Branch1]
Cn1ncc(NC(=O)CCC(=O)[O-])c1C(N)=O,N(C(=O)CCC(=O)[O-])c1c(C(=O)N)n(C)nc1,[N][Branch1][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O-1][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][N][Branch1][C][C][N][=C][Ring1][=Branch2]
CCn1ccc(C(=O)N[C@H]2Cc3cc(C(=O)NC(C)C)nn3C2)n1,c1(C(N[C@@H]2Cn3nc(C(NC(C)C)=O)cc3C2)=O)nn(CC)cc1,[C][Branch2][Ring1][#C][C][Branch2][Ring1][#Branch2][N][C@@H1][C][N][N][=C][Branch1][O][C][Branch1][#Branch1][N][C][Branch1][C][C][C][=O][C][=C][Ring1][O][C][Ring1][=C][=O][=N][N][Branch1][Ring1][C][C][C][=C][Ring2][Ring1][Branch2]
COc1ccc(-c2nc(-c3ccc(NC(=O)c4ccncc4)cc3)no2)cc1OC,c1nccc(C(=O)Nc2ccc(-c3nc(-c4cc(OC)c(OC)cc4)on3)cc2)c1,[C][=N][C][=C][C][Branch2][Ring2][O][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][#Branch2][C][N][=C][Branch1][P][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][#Branch2][O][N][=Ring1][#C][C][=C][Ring2][Ring1][Branch1][=C][Ring2][Ring1][=C]
Cc1cc(C)n(CCC(=O)N2CCC3(CC2)C[C@@H](CC(=O)N2CCOCC2)CCO3)n1,C1C[C@H](CC(N2CCOCC2)=O)CC2(CCN(C(=O)CCn3nc(C)cc3C)CC2)O1,[C][C][C@H1][Branch1][=C][C][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=O][C][C][Branch2][Ring1][N][C][C][N][Branch2][Ring1][C][C][=Branch1][C][=O][C][C][N][N][=C][Branch1][C][C][C][=C][Ring1][=Branch1][C][C][C][Ring1][P][O][Ring2][Ring1][#C]
Nc1nc(SCC(=O)[N-]c2nc[nH]n2)ncc1S(=O)(=O)c1cccs1,O=S(c1cnc(SCC(=O)[N-]c2nc[nH]n2)nc1N)(c1sccc1)=O,[O][=S][Branch2][Ring1][#Branch2][C][=C][N][=C][Branch1][#C][S][C][C][=Branch1][C][=O][N-1][C][N][=C][NH1][N][=Ring1][Branch1][N][=C][Ring1][S][N][Branch1][Branch2][C][S][C][=C][C][=Ring1][Branch1][=O]
O=[N+]([O-])c1ccccc1N[C@@H]1OC[C@H](O)[C@@H](O)[C@H]1O,[C@@H]1(O)[C@H](O)[C@@H](O)CO[C@H]1Nc1ccccc1[N+]([O-])=O,[C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C][O][C@H1][Ring1][=Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=O]
O=[S@+]1([OH2+])CC[C@H](c2nn3c(-c4ccncc4)nnc3s2)C1,n1n2c(nnc2-c2ccncc2)sc1[C@@H]1C[S@@+](=O)([OH2+])CC1,[N][N][C][=Branch1][=C][=N][N][=C][Ring1][Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1][S][C][=Ring1][=C][C@@H1][C][S@@+1][=Branch1][C][=O][Branch1][C][OH2+1][C][C][Ring1][#Branch1]
Cc1sc(NC(=O)Cn2nc([N+](=O)[O-])cc2C)c(C(N)=O)c1C,c1(C(=O)N)c(NC(=O)Cn2nc([N+](=O)[O-])cc2C)sc(C)c1C,[C][Branch1][=Branch1][C][=Branch1][C][=O][N][=C][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][N][N][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][Branch2][C][S][C][Branch1][C][C][=C][Ring2][Ring1][=Branch1][C]
N[S@+](=O)([OH2+])c1ccc(CN[C@@H]2CC(=O)N(c3ccc(Cl)cc3)C2=O)cc1,c1(N2C(=O)C[C@@H](NCc3ccc([S@@+]([OH2+])(N)=O)cc3)C2=O)ccc(Cl)cc1,[C][Branch2][Ring2][Ring2][N][C][=Branch1][C][=O][C][C@@H1][Branch2][Ring1][Branch1][N][C][C][=C][C][=C][Branch1][=Branch2][S@@+1][Branch1][C][OH2+1][Branch1][C][N][=O][C][=C][Ring1][#Branch2][C][Ring2][Ring1][C][=O][=C][C][=C][Branch1][C][Cl][C][=C][Ring2][Ring1][#Branch2]
[S-]c1nnc(-c2cnccn2)n1-c1ccc(Cn2cncn2)cc1,n1n(Cc2ccc(-n3c(-c4cnccn4)nnc3[S-])cc2)cnc1,[N][N][Branch2][Ring1][S][C][C][=C][C][=C][Branch2][Ring1][Ring1][N][C][Branch1][=Branch2][C][=C][N][=C][C][=N][Ring1][=Branch1][=N][N][=C][Ring1][O][S-1][C][=C][Ring2][Ring1][C][C][=N][C][=Ring2][Ring1][Branch2]
Cc1cc(=O)[n-]c2nnc(SCC(=O)Nc3ccc(C(N)=O)cc3)n12,O=C(Nc1ccc(C(=O)N)cc1)CSc1nnc2[n-]c(=O)cc(C)n12,[O][=C][Branch1][P][N][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][=C][Ring1][=Branch2][C][S][C][=N][N][=C][N-1][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][Ring1][O][Ring1][Branch2]
Cn1nc(C(=O)[O-])c2ccccc2c1=O,c1cc2c(c(C(=O)[O-])nn(C)c2=O)cc1,[C][=C][C][=C][Branch2][Ring1][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=N][N][Branch1][C][C][C][Ring1][#Branch2][=O][C][=C][Ring1][#C]
Cn1nc(CCNC(=O)c2ccccn2)c2c1CCN(C(=O)c1cnccn1)C2,C(=O)(c1ncccc1)NCCc1nn(C)c2c1CN(C(c1nccnc1)=O)CC2,[C][=Branch1][C][=O][Branch1][=Branch2][C][=N][C][=C][C][=C][Ring1][=Branch1][N][C][C][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1][C][N][Branch1][=N][C][Branch1][=Branch2][C][=N][C][=C][N][=C][Ring1][=Branch1][=O][C][C][Ring1][=C]
CCOc1cccc(N2C(=O)C[C@H](N3CCC(C(N)=O)CC3)C2=O)c1,NC(=O)C1CCN([C@@H]2C(=O)N(c3cc(OCC)ccc3)C(=O)C2)CC1,[N][C][=Branch1][C][=O][C][C][C][N][Branch2][Ring1][=N][C@@H1][C][=Branch1][C][=O][N][Branch1][=C][C][=C][C][Branch1][Ring2][O][C][C][=C][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][C][Ring1][S][C][C][Ring2][Ring1][=Branch1]
COC(=O)c1cn(Cc2ccccn2)c(=O)c2cnc3ncnn3c12,n1ccccc1Cn1cc(C(OC)=O)c2c(c1=O)cnc1ncnn12,[N][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][=C][Branch1][#Branch1][C][Branch1][Ring1][O][C][=O][C][=C][Branch1][Branch1][C][Ring1][#Branch2][=O][C][=N][C][=N][C][=N][N][Ring1][Branch1][Ring1][O]
CCN1C[C@@H](C(=O)[O-])CC1=O,C1(=O)C[C@H](C([O-])=O)CN1CC,[C][=Branch1][C][=O][C][C@H1][Branch1][=Branch1][C][Branch1][C][O-1][=O][C][N][Ring1][=Branch2][C][C]
CCn1cc(NC(=O)c2c(C)nn(C)c2C)c(C(N)=O)n1,n1(CC)nc(C(=O)N)c(NC(c2c(C)n(C)nc2C)=O)c1,[N][Branch1][Ring1][C][C][N][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][Branch2][Ring1][Ring2][N][C][Branch1][#C][C][=C][Branch1][C][C][N][Branch1][C][C][N][=C][Ring1][#Branch1][C][=O][=C][Ring2][Ring1][Branch1]
C/C(=N\NC(=O)c1nnn(-c2nonc2N)c1C)c1cccnc1,c1(C)n(-c2c(N)non2)nnc1C(N/N=C(\C)c1cnccc1)=O,[C][Branch1][C][C][N][Branch1][O][C][C][Branch1][C][N][=N][O][N][=Ring1][=Branch1][N][=N][C][=Ring1][N][C][Branch1][#C][N][/N][=C][Branch1][C][\C][C][=C][N][=C][C][=C][Ring1][=Branch1][=O]
Cc1cc(=O)nc(SCC(=O)Nc2ccccc2C(N)=O)[nH]1,S(c1[nH]c(C)cc(=O)n1)CC(Nc1ccccc1C(N)=O)=O,[S][Branch1][#C][C][NH1][C][Branch1][C][C][=C][C][=Branch1][C][=O][N][=Ring1][Branch2][C][C][Branch1][#C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][N][=O][=O]
O=C([O-])C[C@H](C(=O)[O-])n1cc[nH+]c1,[nH+]1cn([C@H](CC(=O)[O-])C([O-])=O)cc1,[NH1+1][=C][N][Branch1][#C][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][Branch1][C][O-1][=O][C][=C][Ring1][=N]
Cc1nn(C)c(C)c1NC(=O)c1nn(C)cc1Cl,O=C(c1nn(C)cc1Cl)Nc1c(C)n(C)nc1C,[O][=C][Branch1][N][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1][Cl][N][C][=C][Branch1][C][C][N][Branch1][C][C][N][=C][Ring1][#Branch1][C]
Cn1ncc(NC(=O)[C@H]2[C@H](C(=O)[O-])[C@@H]3C=C[C@H]2C3)c1C(N)=O,n1(C)ncc(NC([C@H]2[C@H](C(=O)[O-])[C@@H]3C=C[C@H]2C3)=O)c1C(N)=O,[N][Branch1][C][C][N][=C][C][Branch2][Ring1][=Branch2][N][C][Branch2][Ring1][Ring1][C@H1][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C@@H1][C][=C][C@H1][Ring1][=Branch2][C][Ring1][Branch1][=O][=C][Ring2][Ring1][Ring1][C][Branch1][C][N][=O]
CSCC[C@H](NC(=O)CCNC(=O)COc1ccc2c3c(c(=O)oc2c1)CCC3)C(=O)[O-],C(C[C@@H](C([O-])=O)NC(CCNC(COc1cc2oc(=O)c3c(c2cc1)CCC3)=O)=O)SC,[C][Branch2][Branch1][C][C][C@@H1][Branch1][=Branch1][C][Branch1][C][O-1][=O][N][C][Branch2][Ring2][Ring1][C][C][N][C][Branch2][Ring1][O][C][O][C][=C][C][O][C][=Branch1][C][=O][C][=C][Branch1][Branch2][C][=Ring1][#Branch1][C][=C][Ring1][O][C][C][C][Ring1][Branch2][=O][=O][S][C]
Cc1cc2c(cnc3ncnn32)c(=O)n1NC(=O)c1ccncc1,n1n2c(ncc3c(=O)n(NC(c4ccncc4)=O)c(C)cc23)nc1,[N][N][C][Branch2][Ring2][Ring1][N][=C][C][C][=Branch1][C][=O][N][Branch1][=C][N][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=O][C][Branch1][C][C][=C][C][Ring2][Ring1][Branch1][=Ring1][P][=N][C][=Ring2][Ring1][Branch2]
C[C@@H](O)c1nc2cc(S(=O)(=O)[O-])ccc2[nH]1,O=S(=O)(c1ccc2c(nc([C@H](O)C)[nH]2)c1)[O-],[O][=S][=Branch1][C][=O][Branch2][Ring1][#Branch1][C][=C][C][=C][C][Branch1][=N][N][=C][Branch1][=Branch1][C@H1][Branch1][C][O][C][NH1][Ring1][Branch2][=C][Ring1][N][O-1]
O=C(Nc1ncccn1)C1CCN(C(=O)c2ccco2)CC1,c1cnc(NC(C2CCN(C(=O)c3occc3)CC2)=O)nc1,[C][=C][N][=C][Branch2][Ring1][N][N][C][Branch2][Ring1][=Branch1][C][C][C][N][Branch1][N][C][=Branch1][C][=O][C][O][C][=C][C][=Ring1][Branch1][C][C][Ring1][=N][=O][N][=C][Ring2][Ring1][=Branch1]
COC(=O)CCn1ccc(C(N)=O)n1,C(OC)(=O)CCn1nc(C(=O)N)cc1,[C][Branch1][Ring1][O][C][=Branch1][C][=O][C][C][N][N][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][=C][Ring1][Branch2]
Cc1nc2sccn2c(=O)c1N,c1cn2c(=O)c(N)c(C)nc2s1,[C][=C][N][C][=Branch1][C][=O][C][Branch1][C][N][=C][Branch1][C][C][N][=C][Ring1][=Branch2][S][Ring1][N]
O=C(Cn1ccc2c(cnc3ccnn32)c1=O)NCCc1ccco1,C(Cc1ccco1)NC(Cn1ccc2c(cnc3n2ncc3)c1=O)=O,[C][Branch1][=Branch2][C][C][=C][C][=C][O][Ring1][Branch1][N][C][Branch2][Ring1][Branch2][C][N][C][=C][C][=C][Branch1][N][C][=N][C][N][Ring1][=Branch1][N][=C][C][=Ring1][Branch1][C][Ring1][=N][=O][=O]
Cn1c(=O)cc(C(=O)[O-])c2ccccc21,c1(C([O-])=O)cc(=O)n(C)c2ccccc12,[C][Branch1][=Branch1][C][Branch1][C][O-1][=O][=C][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][#C][Ring1][=Branch1]
O=C([O-])c1ccc(CSc2n[nH]c(Cc3ccccc3)n2)o1,o1c(C([O-])=O)ccc1CSc1n[nH]c(Cc2ccccc2)n1,[O][C][Branch1][=Branch1][C][Branch1][C][O-1][=O][=C][C][=C][Ring1][Branch2][C][S][C][=N][NH1][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][N]
Cn1nccc1-c1cc(C(=O)[O-])n[nH]1,[O-]C(c1cc(-c2n(C)ncc2)[nH]n1)=O,[O-1][C][Branch2][Ring1][Ring2][C][C][=C][Branch1][O][C][N][Branch1][C][C][N][=C][C][=Ring1][=Branch1][NH1][N][=Ring1][O][=O]
CCc1nnc(-c2ccc3ccn(CC(=O)NCCc4sccc4C)c3c2)o1,C(C(NCCc1c(C)ccs1)=O)n1ccc2ccc(-c3oc(CC)nn3)cc12,[C][Branch2][Ring1][C][C][Branch1][=C][N][C][C][C][=C][Branch1][C][C][C][=C][S][Ring1][=Branch1][=O][N][C][=C][C][=C][C][=C][Branch1][N][C][O][C][Branch1][Ring1][C][C][=N][N][=Ring1][#Branch1][C][=C][Ring1][S][Ring1][=N]
CC(=O)c1cc(C(=O)[O-])c(=O)n(C)c1C,CC(=O)c1c(C)n(C)c(=O)c(C([O-])=O)c1,[C][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][Branch1][C][C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][Branch1][C][O-1][=O][=C][Ring1][N]
O=C(Cn1ncc2ccccc2c1=O)NNC(=S)Nc1ccc2c(c1)OCCO2,N(C(Nc1ccc2c(c1)OCCO2)=S)NC(=O)Cn1c(=O)c2c(cccc2)cn1,[N][Branch2][Ring1][#Branch1][C][Branch2][Ring1][C][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][O][Ring1][#Branch1][=S][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=N][Ring1][O]
O=C1C[C@H](C(=O)N2CCOCC2)[C@@H](c2ccc3c(c2)OCCO3)O1,[C@H]1(c2cc3c(cc2)OCCO3)OC(=O)C[C@@H]1C(N1CCOCC1)=O,[C@H1][Branch1][P][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][O][Ring1][Branch2][O][C][=Branch1][C][=O][C][C@@H1][Ring1][S][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=O]
COc1ccc(CN2CC3(CCN(C(=O)Cc4cccc(OC)c4)CC3)C2=O)cc1,O(C)c1ccc(CN2CC3(C2=O)CCN(C(=O)Cc2cc(OC)ccc2)CC3)cc1,[O][Branch1][C][C][C][=C][C][=C][Branch2][Ring2][#Branch1][C][N][C][C][Branch1][Branch1][C][Ring1][Ring2][=O][C][C][N][Branch2][Ring1][C][C][=Branch1][C][=O][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][C][C][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][N]
CCn1nc(C(=O)NCCn2cccn2)c2c1CCOC2,O=C(c1nn(CC)c2c1COCC2)NCCn1nccc1,[O][=C][Branch2][Ring1][C][C][=N][N][Branch1][Ring1][C][C][C][=C][Ring1][#Branch1][C][O][C][C][Ring1][=Branch1][N][C][C][N][N][=C][C][=C][Ring1][Branch1]
NNc1nc(=O)c(Cc2ccccc2)n[nH]1,NNc1[nH]nc(Cc2ccccc2)c(=O)n1,[N][N][C][NH1][N][=C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][=Ring1][=C]
CC(=O)N1CCN([C@@H]2CC(=O)N(c3ccccc3)C2=O)CC1,[C@H]1(N2CCN(C(=O)C)CC2)C(=O)N(c2ccccc2)C(=O)C1,[C@H1][Branch1][S][N][C][C][N][Branch1][=Branch1][C][=Branch1][C][=O][C][C][C][Ring1][=Branch2][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring2][Ring1][=Branch1]
Nc1nnc(N)c2c1no[n+]2[O-],[n+]1([O-])c2c(c(N)nnc2N)no1,[N+1][Branch1][C][O-1][=C][C][Branch1][O][C][Branch1][C][N][=N][N][=C][Ring1][#Branch1][N][=N][O][Ring1][N]
Cn1c(=O)c2ccccc2n(CC(=O)[O-])c1=O,c1(=O)n(C)c(=O)n(CC([O-])=O)c2ccccc12,[C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][=C][C][=C][C][=C][Ring1][P][Ring1][=Branch1]
NC(=O)Cn1nc([N+](=O)[O-])nc1Oc1cccnc1,O(c1cnccc1)c1n(CC(=O)N)nc([N+](=O)[O-])n1,[O][Branch1][=Branch2][C][=C][N][=C][C][=C][Ring1][=Branch1][C][N][Branch1][#Branch1][C][C][=Branch1][C][=O][N][N][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N][=Ring1][N]
Cn1cc(C(=O)[O-])c2ccccc2c1=O,c12c(cccc1)c(C(=O)[O-])cn(C)c2=O,[C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][N][Branch1][C][C][C][Ring1][=C][=O]
O=C(c1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,c1(C(c2ccc([N+](=O)[O-])cc2)=O)ccc([N+]([O-])=O)cc1,[C][Branch2][Ring1][Ring2][C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][=O][=C][C][=C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][C][=C][Ring2][Ring1][Ring2]
Cn1cnc(C(=O)N2CCC(F)(C(=O)NCc3ccncc3)CC2)c1,N1(C(=O)c2cn(C)cn2)CCC(F)(C(NCc2ccncc2)=O)CC1,[N][Branch1][#C][C][=Branch1][C][=O][C][=C][N][Branch1][C][C][C][=N][Ring1][=Branch1][C][C][C][Branch1][C][F][Branch1][#C][C][Branch1][O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][=O][C][C][Ring2][Ring1][=Branch2]
CC(=O)N1c2ccccc2C(=O)[C@H]1NC(N)=S,O=C(N1[C@H](NC(N)=S)C(=O)c2ccccc21)C,[O][=C][Branch2][Ring1][=Branch2][N][C@H1][Branch1][#Branch1][N][C][Branch1][C][N][=S][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C][C]
C[C@@H](C(=O)Nn1cnnc1)N1C(=O)c2ccccc2C1=O,O=C1c2ccccc2C(=O)N1[C@@H](C)C(Nn1cnnc1)=O,[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][#Branch2][C@@H1][Branch1][C][C][C][Branch1][=Branch2][N][N][C][=N][N][=C][Ring1][Branch1][=O]
Cc1ccc2oc(-c3ccccc3OCC(=O)NCc3ccc(F)cc3)nc2c1,c1ccc(OCC(NCc2ccc(F)cc2)=O)c(-c2oc3c(cc(C)cc3)n2)c1,[C][=C][C][=C][Branch2][Ring1][Ring2][O][C][C][Branch1][=C][N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=O][C][Branch2][Ring1][Ring1][C][O][C][=C][Branch1][#Branch2][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][N][=Ring1][#Branch2][=C][Ring2][Ring1][=N]
O=[S@@+]([OH2+])(NCCO[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2oc3cc(-n4cnnn4)ccc3c2c1,C1[C@H]2C[C@@H]3C[C@@](OCCN[S@@+]([OH2+])(c4ccc5c(c6ccc(-n7cnnn7)cc6o5)c4)=O)(C[C@H]1C3)C2,[C][C@H1][C][C@@H1][C][C@@][Branch2][Ring2][=N][O][C][C][N][S@@+1][Branch1][C][OH2+1][Branch2][Ring1][P][C][=C][C][=C][C][Branch2][Ring1][Branch1][C][=C][C][=C][Branch1][Branch2][N][C][=N][N][=N][Ring1][Branch1][C][=C][Ring1][O][O][Ring1][=C][=C][Ring2][Ring1][C][=O][Branch1][#Branch2][C][C@H1][Ring2][Ring1][P][C][Ring2][Ring1][#C][C][Ring2][Ring2][C]
CCn1nccc1C(=O)N1CC[C@H](n2cc(COc3cnccn3)nn2)C1,n1ccnc(OCc2nnn([C@@H]3CN(C(=O)c4n(CC)ncc4)CC3)c2)c1,[N][=C][C][=N][C][Branch2][Ring2][=Branch1][O][C][C][N][=N][N][Branch2][Ring1][=Branch2][C@@H1][C][N][Branch1][S][C][=Branch1][C][=O][C][N][Branch1][Ring1][C][C][N][=C][C][=Ring1][#Branch1][C][C][Ring1][=C][C][=Ring2][Ring1][Ring1][=C][Ring2][Ring1][O]
Cn1nc([N+](=O)[O-])c[n+]1[O-],[O-][N+](c1nn(C)[n+]([O-])c1)=O,[O-1][N+1][Branch1][=C][C][=N][N][Branch1][C][C][N+1][Branch1][C][O-1][=C][Ring1][#Branch1][=O]
O=C([O-])C1CCN(C(=O)Cn2nc3c(cc2=O)CCCC3)CC1,C1C(C(=O)[O-])CCN(C(Cn2nc3c(cc2=O)CCCC3)=O)C1,[C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][N][Branch2][Ring1][Branch2][C][Branch2][Ring1][Ring1][C][N][N][=C][C][=Branch1][=Branch1][=C][C][Ring1][=Branch1][=O][C][C][C][C][Ring1][=Branch2][=O][C][Ring2][Ring1][#Branch1]
O=C(NCc1nnn2c1CN(Cc1ccccc1)C(=O)C2)c1cccnc1,O=C(NCc1c2n(nn1)CC(=O)N(Cc1ccccc1)C2)c1cnccc1,[O][=C][Branch2][Ring1][S][N][C][C][=C][N][Branch1][Branch1][N][=N][Ring1][Branch1][C][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][S][C][=C][N][=C][C][=C][Ring1][=Branch1]
Cn1c(=O)c2c(ncn2CC(=O)NC[C@H]2CCCO2)n(C)c1=O,Cn1c(=O)c2n(CC(=O)NC[C@H]3CCCO3)cnc2n(C)c1=O,[C][N][C][=Branch1][C][=O][C][N][Branch1][#C][C][C][=Branch1][C][=O][N][C][C@H1][C][C][C][O][Ring1][Branch1][C][=N][C][=Ring1][#C][N][Branch1][C][C][C][Ring2][Ring1][Branch1][=O]
CC#CC(=O)N1CCC(CNC(=O)c2ccccc2)CC1,N(CC1CCN(C(C#CC)=O)CC1)C(c1ccccc1)=O,[N][Branch2][Ring1][Ring1][C][C][C][C][N][Branch1][Branch2][C][Branch1][Ring2][C][#C][C][=O][C][C][Ring1][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=O]
Cc1cccc2c1ccn2CC(=O)N[C@@H](CCCNC(N)=O)C(=O)[O-],N([C@@H](CCCNC(=O)N)C(=O)[O-])C(Cn1ccc2c1cccc2C)=O,[N][Branch2][Ring1][C][C@@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][O-1][C][Branch1][S][C][N][C][=C][C][=C][Ring1][Branch1][C][=C][C][=C][Ring1][=Branch1][C][=O]
CC(=O)NCCn1c(C)nc2cccnc21,c1cc2c(n(CCNC(C)=O)c(C)n2)nc1,[C][=C][C][=C][Branch2][Ring1][Ring1][N][Branch1][=Branch2][C][C][N][C][Branch1][C][C][=O][C][Branch1][C][C][=N][Ring1][N][N][=C][Ring1][S]
CC1=Nc2ncnn2[C@H](c2c(Cl)cnn2C)/C1=C(/N)[O-],C(=C1/C(C)=Nc2n(ncn2)[C@@H]1c1c(Cl)cnn1C)(\[O-])N,[C][=Branch2][Ring1][=C][=C][/C][Branch1][C][C][=N][C][N][Branch1][=Branch1][N][=C][N][=Ring1][Branch1][C@@H1][Ring1][#Branch2][C][=C][Branch1][C][Cl][C][=N][N][Ring1][=Branch1][C][Branch1][C][\O-1][N]
Cn1cc(-c2ccn(CC(=O)[O-])n2)cn1,C([O-])(=O)Cn1nc(-c2cnn(C)c2)cc1,[C][Branch1][C][O-1][=Branch1][C][=O][C][N][N][=C][Branch1][O][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][=C][Ring1][O]
Cn1ccnc1C(=O)N1CC(n2cc(C(=O)N3CCCC3)nn2)C1,C1CN(C(=O)c2cn(C3CN(C(c4n(C)ccn4)=O)C3)nn2)CC1,[C][C][N][Branch2][Ring2][Branch1][C][=Branch1][C][=O][C][=C][N][Branch2][Ring1][#Branch1][C][C][N][Branch1][#C][C][Branch1][O][C][N][Branch1][C][C][C][=C][N][=Ring1][=Branch1][=O][C][Ring1][N][N][=N][Ring1][P][C][C][Ring2][Ring1][Branch2]
